Image 41 : 0.940163, 0.0582152, 0.00157164, 4.86172e-05, 6.79708e-07
Image 42 : 0.999961, 3.83736e-05, 1.00975e-06, 7.10882e-08, 1.77031e-08
Image 43 : 0.999923, 7.06961e-05, 5.63844e-06, 5.00739e-07, 4.18503e-07
Image 44 : 0.999982, 1.69364e-05, 6.26733e-07, 1.07908e-08, 7.73334e-09
Image 45 : 0.99998, 1.1184e-05, 6.6336e-06, 2.5413e-06, 2.47065e-08
Image 46 : 0.999873, 5.89216e-05, 3.21053e-05, 2.36394e-05, 7.69745e-06
Image 47 : 1, 1.6644e-07, 9.10323e-08, 5.50437e-08, 4.38465e-08
Image 48 : 0.999936, 6.38423e-05, 3.36529e-07, 1.38968e-08, 1.25656e-08
Image 49 : 0.999999, 1.03247e-06, 2.43217e-08, 3.00769e-09, 2.93253e-09
Image 50 : 0.999988, 7.61676e-06, 4.37585e-06, 2.69289e-07, 8.15105e-08
Image 51 : 1, 1.70633e-08, 8.77714e-09, 2.41409e-09, 9.08702e-10
Image 52 : 0.999998, 1.3768e-06, 1.5252e-07, 3.71879e-09, 1.77802e-09
Image 53 : 0.999998, 2.04923e-06, 1.78007e-07, 7.5199e-08, 1.53729e-08
Image 54 : 1, 1.88541e-09, 1.86807e-09, 3.83374e-11, 3.03424e-12
Image 55 : 0.999993, 2.29147e-06, 2.10063e-06, 1.87752e-06, 3.71615e-07
Image 56 : 1, 1.73733e-08, 9.15663e-10, 2.12365e-10, 1.29402e-10
Image 57 : 0.999561, 0.000412934, 9.73568e-06, 6.22214e-06, 6.01821e-06
Image 58 : 0.999761, 0.00023758, 6.74406e-07, 4.63929e-07, 3.433e-08
Image 59 : 0.999956, 2.36503e-05, 1.24376e-05, 8.0245e-06, 2.20652e-07
Image 60 : 0.999902, 6.40198e-05, 2.86273e-05, 5.71285e-06, 1.15973e-07
Image 61 : 0.999524, 0.00047618, 1.67676e-07, 1.27814e-07, 1.2852e-08
Image 62 : 0.725434, 0.15646, 0.0784409, 0.0389725, 0.000276766
Image 63 : 0.999981, 1.75068e-05, 1.7626e-06, 2.83723e-08, 7.44521e-09
Image 64 : 1, 2.06149e-07, 1.71527e-08, 1.51303e-08, 7.59319e-09
Image 65 : 0.999692, 0.000290622, 1.06558e-05, 3.34599e-06, 1.79627e-06
Image 66 : 0.999992, 7.82005e-06, 6.19095e-08, 5.42892e-08, 1.14166e-08
Image 67 : 0.999999, 6.83005e-07, 2.59444e-07, 1.51495e-07, 1.39685e-08
Image 68 : 1, 1.59166e-09, 2.19504e-10, 2.69893e-11, 8.86913e-12
Image 69 : 0.999946, 1.82548e-05, 1.7804e-05, 9.75774e-06, 7.14833e-06
Image 70 : 0.99997, 2.51891e-05, 3.88358e-06, 3.39803e-07, 1.53413e-07
Image 71 : 1, 5.48801e-09, 4.58703e-09, 6.0743e-10, 3.29536e-11
Image 72 : 0.999997, 1.83077e-06, 8.60875e-07, 1.628e-07, 1.95787e-08
Image 73 : 0.999531, 0.000441167, 2.29597e-05, 4.59899e-06, 3.96713e-07
Image 74 : 0.999927, 3.2462e-05, 1.87062e-05, 1.82178e-05, 2.41331e-06
Image 75 : 0.999982, 1.80943e-05, 6.6842e-08, 5.95073e-08, 5.4805e-09
Image 76 : 1, 1.05647e-07, 5.51306e-08, 8.30428e-09, 1.90204e-09
Image 77 : 0.999972, 1.85256e-05, 9.1457e-06, 3.68095e-07, 9.81495e-08
Image 78 : 0.999499, 0.000478062, 2.14838e-05, 5.8138e-07, 3.01062e-07
Image 79 : 0.999649, 0.000285565, 5.75781e-05, 3.50128e-06, 2.5175e-06
Image 80 : 0.99867, 0.00127935, 2.32158e-05, 1.55658e-05, 8.67578e-06
Image 81 : 0.999991, 5.57292e-06, 2.7127e-06, 4.95668e-07, 1.7907e-07
Image 82 : 1, 3.59027e-09, 1.56953e-10, 6.79214e-12, 5.20183e-12
Image 83 : 0.999994, 4.50509e-06, 4.58458e-07, 2.37354e-07, 2.10767e-07
Image 84 : 0.999996, 2.08021e-06, 8.61261e-07, 8.53155e-07, 2.12435e-07
Image 85 : 0.999999, 3.24809e-07, 1.97046e-07, 9.77045e-08, 5.81617e-08
Image 86 : 0.99993, 5.38641e-05, 1.56432e-05, 8.09662e-07, 1.16486e-07
Image 87 : 0.999997, 2.20201e-06, 5.52445e-07, 2.61608e-08, 1.24589e-08
Image 88 : 1, 1.76925e-07, 1.93004e-08, 1.28847e-08, 3.09576e-09
Image 89 : 0.999765, 0.00012485, 5.52582e-05, 4.4756e-05, 3.69278e-06
Image 90 : 1, 2.85003e-08, 2.57849e-08, 7.57665e-10, 1.01358e-10
Image 91 : 1, 3.06378e-07, 2.50059e-08, 3.64232e-09, 2.40122e-09
Image 92 : 0.984289, 0.0134997, 0.00122505, 0.000821829, 0.000132007
Image 93 : 0.999997, 3.11229e-06, 5.36637e-08, 1.13836e-08, 1.16954e-09
Image 94 : 0.99952, 0.000396128, 7.9638e-05, 3.33271e-06, 9.97978e-07
Image 95 : 0.999866, 0.000124811, 4.48523e-06, 4.06704e-06, 1.02001e-07
Image 96 : 0.992745, 0.00502241, 0.00144384, 0.000389754, 0.0001695
Image 97 : 0.999993, 4.32404e-06, 2.57149e-06, 2.82086e-08, 1.19461e-08
Image 98 : 0.999936, 3.35146e-05, 2.90676e-05, 5.161e-07, 2.39987e-07
Image 99 : 0.999998, 9.97528e-07, 2.57436e-07, 2.26295e-07, 2.2033e-07
Image 100 : 0.999999, 4.94813e-07, 2.15559e-07, 1.69168e-07, 7.12314e-08
Image 101 : 0.999994, 5.87996e-06, 8.21624e-08, 4.51367e-08, 2.79902e-09
Image 102 : 0.999955, 4.35888e-05, 1.84353e-06, 2.94459e-08, 8.6354e-10
Image 103 : 1, 2.4028e-10, 8.14901e-11, 4.76282e-11, 1.26915e-11
Image 104 : 0.921678, 0.0773628, 0.000629177, 0.000231319, 6.61115e-05
Image 105 : 0.999985, 6.50854e-06, 3.57823e-06, 3.13087e-06, 1.80076e-06
Image 106 : 1, 2.06867e-07, 1.51215e-07, 7.36441e-08, 9.41834e-09
Image 107 : 0.999816, 6.86155e-05, 4.97393e-05, 3.02111e-05, 2.37829e-05
Image 108 : 0.999501, 0.00049776, 6.72319e-07, 1.06867e-07, 9.14312e-08
Image 109 : 1, 9.36483e-08, 2.74516e-08, 2.26148e-09, 1.42062e-09
Image 110 : 0.999999, 4.09775e-07, 1.81981e-07, 5.96948e-10, 5.38557e-10
Image 111 : 0.993367, 0.00398405, 0.00243507, 0.000105285, 8.61368e-05
Image 112 : 1, 6.85049e-08, 6.16422e-10, 3.04842e-10, 2.00668e-10
Image 113 : 0.999954, 4.42359e-05, 5.83246e-07, 5.17572e-07, 2.87136e-07
Image 114 : 0.999866, 0.000116445, 1.63933e-05, 5.09617e-07, 1.88166e-07
Image 115 : 0.86222, 0.137496, 9.10755e-05, 9.03127e-05, 3.55084e-05
Image 116 : 0.999991, 7.5347e-06, 1.30758e-06, 3.29923e-07, 8.15872e-08
Image 117 : 1, 1.09054e-08, 8.6352e-09, 7.97125e-09, 7.13515e-09
Image 118 : 0.999638, 0.000181092, 8.96107e-05, 4.59245e-05, 2.31171e-05
Image 119 : 0.994506, 0.00398998, 0.00149825, 2.47048e-06, 2.43311e-06
Image 120 : 0.999963, 3.48091e-05, 1.93385e-06, 5.10837e-08, 1.00551e-10
Image 121 : 0.999912, 4.23179e-05, 4.12573e-05, 2.35482e-06, 1.24357e-06
Image 122 : 0.999845, 6.91356e-05, 5.60666e-05, 2.72562e-05, 2.2461e-06
Image 123 : 1, 1.17175e-08, 5.6654e-09, 4.83992e-09, 3.40774e-09
Image 124 : 0.999859, 0.000140335, 3.6717e-07, 2.15279e-07, 1.24127e-07
Image 125 : 0.985614, 0.0124442, 0.00100313, 0.000510546, 0.000305798
Image 126 : 0.999992, 4.60845e-06, 2.19669e-06, 3.06197e-07, 1.28588e-07
Image 127 : 1, 3.51393e-09, 3.50775e-09, 2.99785e-09, 8.84585e-13
Image 128 : 1, 1.66129e-07, 3.56643e-08, 1.81657e-08, 1.27077e-09
Image 129 : 0.999999, 7.32896e-07, 1.50494e-08, 2.15207e-10, 4.84844e-12
Image 130 : 1, 2.77018e-08, 2.25879e-08, 5.72408e-09, 2.24817e-09
Image 131 : 0.999999, 6.1361e-07, 1.76322e-07, 8.31946e-10, 6.15098e-10
Image 132 : 0.999988, 1.16588e-05, 1.19108e-08, 1.16466e-08, 4.92961e-11
Image 133 : 0.99992, 3.98073e-05, 3.96777e-05, 2.90029e-08, 2.00664e-08
Image 134 : 1, 1.30894e-07, 2.93899e-08, 3.66495e-09, 1.01367e-09
Image 135 : 0.999992, 6.1463e-06, 1.07074e-06, 6.28045e-07, 1.04907e-07
Image 136 : 0.999996, 2.80618e-06, 9.75586e-07, 4.64604e-07, 1.19846e-07
Image 137 : 0.999965, 1.74997e-05, 7.34043e-06, 5.11524e-06, 2.69459e-06
Image 138 : 1, 5.06588e-08, 2.40438e-09, 7.38967e-10, 6.60732e-11
Image 139 : 0.998936, 0.000563919, 0.000282422, 0.000210972, 2.77301e-06
Image 140 : 0.999945, 3.64892e-05, 1.27173e-05, 3.70668e-06, 1.51271e-06
Image 141 : 0.999981, 1.48684e-05, 3.81257e-06, 2.44207e-07, 1.2579e-07
Image 142 : 0.999999, 9.41732e-07, 2.35888e-07, 1.78461e-07, 8.84838e-09
Image 143 : 0.999981, 8.36441e-06, 3.80735e-06, 3.37791e-06, 2.23496e-06
Image 144 : 0.999928, 7.10623e-05, 7.78037e-07, 5.9361e-07, 8.03671e-08
Image 145 : 0.999173, 0.000721254, 7.44372e-05, 1.87169e-05, 4.20733e-06
Image 146 : 1, 8.93363e-08, 1.06074e-08, 5.50263e-09, 3.20765e-09
Image 147 : 0.999998, 1.49043e-06, 4.34848e-08, 2.85018e-08, 1.30645e-09
Image 148 : 0.999993, 7.00112e-06, 3.08719e-07, 3.35926e-08, 6.87588e-09
Image 149 : 0.996609, 0.00300438, 0.000164774, 0.00012564, 5.98027e-05
Image 150 : 0.999989, 5.77713e-06, 4.04034e-06, 7.79122e-07, 6.25927e-07
Image 151 : 0.985678, 0.0138276, 0.000487283, 4.03361e-06, 1.5688e-06
Image 152 : 0.999995, 4.15307e-06, 5.7772e-07, 4.90914e-08, 1.28699e-08
Image 153 : 0.999834, 0.000134434, 2.72967e-05, 4.13404e-06, 6.02861e-08
Image 154 : 0.999892, 6.70777e-05, 3.23051e-05, 4.09502e-06, 2.05402e-06
Image 155 : 1, 1.04161e-07, 1.00677e-07, 6.53878e-09, 4.74178e-10
Image 156 : 0.999974, 2.01409e-05, 5.40515e-06, 2.43158e-07, 2.08228e-08
Image 157 : 0.999966, 1.0696e-05, 9.76834e-06, 7.06137e-06, 5.0597e-06
Image 158 : 0.999363, 0.000387701, 0.000240815, 6.11795e-06, 1.9412e-06
Image 159 : 0.999988, 3.33696e-06, 2.95979e-06, 2.8451e-06, 1.82927e-06
Image 160 : 0.999917, 4.30825e-05, 2.17747e-05, 1.52817e-05, 2.60455e-06
Image 161 : 1, 4.03564e-08, 1.20476e-08, 1.09735e-08, 9.61185e-10
Image 162 : 1, 4.2435e-10, 1.54711e-10, 4.97963e-12, 8.46109e-14
Image 163 : 1, 2.93442e-08, 7.52105e-09, 3.86395e-10, 1.3397e-10
Image 164 : 0.999998, 9.85763e-07, 7.48741e-07, 5.90683e-07, 8.72641e-08
Image 165 : 1, 5.94768e-08, 1.95862e-09, 3.7024e-11, 1.8757e-12
Image 166 : 0.999997, 1.49523e-06, 9.43354e-07, 1.04478e-07, 5.0381e-08
Image 167 : 0.989676, 0.0103087, 4.86436e-06, 4.74691e-06, 2.60184e-06
Image 168 : 0.999952, 1.79012e-05, 1.6171e-05, 9.7138e-06, 1.61852e-06
Image 169 : 0.999999, 3.94235e-07, 9.32947e-08, 5.88308e-08, 4.25828e-08
Image 170 : 0.999999, 1.19742e-06, 3.88424e-08, 3.69712e-08, 2.88876e-08
Image 171 : 0.99976, 0.000135198, 4.34913e-05, 4.3124e-05, 1.72561e-05
Image 172 : 0.999994, 4.22018e-06, 1.29013e-06, 4.611e-08, 3.19761e-08
Image 173 : 0.999994, 3.66929e-06, 1.52187e-06, 3.09983e-07, 1.18466e-07
Image 174 : 0.999997, 2.36871e-06, 7.3909e-08, 3.41183e-08, 2.68414e-08
Image 175 : 0.875258, 0.0607367, 0.0261609, 0.0173131, 0.0168907
Image 176 : 0.999823, 8.20201e-05, 6.01022e-05, 1.47916e-05, 1.19835e-05
Image 177 : 0.99995, 1.63257e-05, 1.38734e-05, 7.1271e-06, 5.56094e-06
Image 178 : 0.999989, 1.00539e-05, 7.68955e-07, 3.10419e-07, 1.10073e-07
Image 179 : 0.999884, 0.000116313, 1.16918e-07, 3.9522e-08, 2.41246e-09
Image 180 : 0.999963, 3.38299e-05, 1.49649e-06, 8.70177e-07, 3.77769e-07
Image 181 : 0.999998, 1.59518e-06, 4.76937e-07, 2.26098e-08, 7.31162e-09
Image 182 : 0.99998, 1.40824e-05, 5.67487e-06, 1.60609e-07, 8.72837e-08
Image 183 : 1, 2.06294e-08, 2.89423e-09, 2.7477e-09, 1.09247e-09
Image 184 : 0.975705, 0.0241763, 0.000110598, 5.97897e-06, 6.13421e-07
Image 185 : 0.999949, 4.60069e-05, 2.17324e-06, 1.54661e-06, 3.24239e-07
Image 186 : 1, 1.4924e-07, 1.51207e-08, 1.10054e-08, 7.80099e-10
Image 187 : 0.999907, 9.3094e-05, 3.05131e-07, 2.64657e-08, 4.23558e-11
Image 188 : 0.999999, 8.23859e-07, 2.22298e-07, 1.91927e-07, 2.15134e-09
Image 189 : 0.993187, 0.00654863, 7.9261e-05, 5.80155e-05, 5.6921e-05
Image 190 : 0.999686, 0.000138184, 0.00013193, 1.51054e-05, 1.37448e-05
Image 191 : 0.996158, 0.00370162, 5.42156e-05, 2.91514e-05, 2.11773e-05
Image 192 : 0.999946, 3.64273e-05, 1.63812e-05, 1.0236e-06, 2.87856e-07
Image 193 : 0.990368, 0.00747611, 0.00115567, 0.000926107, 3.56176e-05
Image 194 : 0.999986, 1.16277e-05, 2.46784e-06, 4.05123e-08, 2.87568e-08
Image 195 : 0.999652, 0.000167929, 9.97094e-05, 4.11945e-05, 2.21268e-05
Image 196 : 0.99999, 4.13218e-06, 3.63308e-06, 1.87154e-06, 5.64699e-07
Image 197 : 1, 4.56329e-07, 4.90835e-08, 3.67184e-10, 2.92783e-10
Image 198 : 1, 2.59534e-07, 2.68678e-08, 1.76014e-08, 1.20261e-08
Image 199 : 0.999958, 2.05474e-05, 1.88937e-05, 2.739e-06, 2.35731e-07
Image 200 : 0.999996, 2.65667e-06, 8.58347e-07, 7.06172e-08, 2.88127e-08
Image 201 : 1, 1.83941e-07, 4.94458e-10, 7.22208e-11, 1.14495e-12
Image 202 : 0.999977, 8.88924e-06, 4.53107e-06, 4.50403e-06, 4.44213e-06
Image 203 : 0.999815, 8.47592e-05, 6.01363e-05, 2.0272e-05, 1.25425e-05
Image 204 : 0.999924, 5.9825e-05, 8.75348e-06, 3.46522e-06, 2.12156e-06
Image 205 : 0.999994, 5.83713e-06, 2.47205e-07, 1.57378e-07, 1.23452e-07
Image 206 : 0.999968, 2.56838e-05, 3.62469e-06, 2.31364e-06, 1.26192e-07
Image 207 : 0.999726, 0.000271159, 1.86628e-06, 3.68325e-07, 1.76608e-07
Image 208 : 1, 2.52206e-09, 3.47749e-10, 7.41601e-11, 2.30995e-11
Image 209 : 0.998645, 0.00133927, 1.44156e-05, 5.40322e-07, 3.92221e-07
Image 210 : 0.999965, 2.80291e-05, 7.33592e-06, 3.40185e-08, 1.95315e-08
Image 211 : 0.987174, 0.00636375, 0.00567717, 0.000777369, 2.73086e-06
Image 212 : 1, 7.01575e-08, 3.46971e-08, 1.63219e-08, 6.89411e-09
Image 213 : 0.999992, 8.22224e-06, 1.59877e-08, 6.23949e-09, 3.9563e-09
Image 214 : 0.99939, 0.000320669, 0.000193451, 7.65336e-05, 1.90929e-05
Image 215 : 0.999981, 1.83324e-05, 4.19858e-07, 2.72163e-07, 1.22558e-07
Image 216 : 1, 8.79606e-10, 8.38487e-11, 1.12246e-11, 6.56164e-12
Image 217 : 0.923073, 0.0764093, 0.000515358, 2.6892e-06, 6.32047e-08
Image 218 : 0.999999, 4.58777e-07, 2.08568e-07, 1.8375e-08, 7.39626e-09
Image 219 : 0.999993, 6.40209e-06, 4.39369e-07, 1.21379e-08, 1.07242e-08
Image 220 : 0.999074, 0.000893691, 2.32119e-05, 4.52731e-06, 2.74462e-06
Image 221 : 0.999941, 3.12716e-05, 1.94233e-05, 4.79158e-06, 3.10036e-06
Image 222 : 0.999999, 3.01623e-07, 2.71837e-07, 1.23401e-07, 5.09488e-09
Image 223 : 0.999928, 5.55795e-05, 1.215e-05, 4.13836e-06, 5.13663e-08
Image 224 : 0.998306, 0.000788084, 0.000372025, 0.000244111, 0.000158594
Image 225 : 0.999998, 1.29785e-06, 6.34811e-07, 4.94417e-07, 5.34152e-08
Image 226 : 0.999998, 2.10544e-06, 4.17897e-08, 2.85111e-08, 3.80718e-09
Image 227 : 0.999983, 1.55236e-05, 6.6707e-07, 4.44938e-07, 6.71718e-08
Image 228 : 0.999917, 4.6118e-05, 2.0755e-05, 7.82824e-06, 5.59978e-06
Image 229 : 0.996176, 0.00266937, 0.000656286, 0.00041212, 8.43507e-05
Image 230 : 0.999993, 7.04777e-06, 1.81346e-07, 1.01203e-07, 2.89142e-08
Image 231 : 0.999999, 6.01618e-07, 3.88467e-07, 7.49321e-08, 1.68412e-08
Image 232 : 0.998864, 0.00113142, 4.04219e-06, 3.15081e-07, 3.77813e-09
Image 233 : 0.999402, 0.000486998, 0.000109153, 7.32502e-07, 3.13289e-07
Image 234 : 0.991872, 0.00667381, 0.00137957, 6.98879e-05, 2.50681e-06
Image 235 : 0.997813, 0.00149329, 0.000453881, 0.000222333, 7.90469e-06
Image 236 : 1, 8.06114e-08, 6.23216e-08, 2.74194e-09, 2.014e-09
Image 237 : 1, 5.0884e-08, 9.19919e-10, 3.49469e-10, 2.28706e-10
Image 238 : 1, 6.9559e-08, 2.31476e-09, 6.49722e-10, 6.01574e-10
Image 239 : 0.999977, 1.27622e-05, 8.61548e-06, 8.49981e-07, 5.74374e-07
Image 240 : 0.999999, 1.40497e-06, 2.28402e-08, 1.86298e-08, 2.89933e-10
Image 241 : 0.990839, 0.008143, 0.000745593, 0.000269681, 1.06175e-06
Image 242 : 1, 1.55301e-07, 1.44148e-07, 6.75512e-08, 9.94457e-09
Image 243 : 0.998644, 0.0013517, 4.19283e-06, 2.4103e-07, 1.57718e-07
Image 244 : 0.999243, 0.000630676, 8.75557e-05, 2.67998e-05, 9.97504e-06
Image 245 : 0.999985, 1.17858e-05, 2.52694e-06, 7.67092e-07, 1.26499e-07
Image 246 : 1, 7.93454e-08, 2.30102e-08, 4.35266e-09, 5.1443e-10
Image 247 : 0.820254, 0.171883, 0.0076982, 0.000159919, 2.51213e-06
Image 248 : 1, 3.58407e-07, 5.67964e-08, 2.69332e-09, 2.22454e-09
Image 249 : 0.999985, 1.15121e-05, 3.4897e-06, 1.46499e-07, 1.19324e-07
Image 250 : 0.999885, 0.000114237, 5.13776e-07, 1.25875e-07, 9.22453e-08
Image 251 : 0.998136, 0.000823561, 0.000629726, 0.000182911, 0.000149369
Image 252 : 0.999999, 1.20364e-06, 3.59449e-08, 1.18274e-08, 8.63334e-10
Image 253 : 0.999994, 6.29802e-06, 1.68923e-08, 6.92649e-09, 4.45058e-09
Image 254 : 0.998496, 0.00127229, 0.000219046, 1.2537e-05, 3.20448e-07
Image 255 : 0.979553, 0.0190333, 0.00133212, 6.30135e-05, 1.06652e-05
Image 256 : 0.999984, 1.1936e-05, 4.08868e-06, 2.92288e-07, 4.0966e-08
Image 257 : 0.999967, 1.9798e-05, 8.4652e-06, 1.95666e-06, 1.7115e-06
Image 258 : 1, 1.31552e-09, 4.8136e-10, 2.55717e-10, 1.42782e-10
Image 259 : 0.948865, 0.049019, 0.00211498, 6.78277e-07, 2.24125e-07
Image 260 : 0.999909, 9.09233e-05, 1.21888e-07, 6.39298e-08, 1.31469e-08
Image 261 : 0.999967, 1.8722e-05, 6.95055e-06, 4.16986e-06, 1.5804e-06
Image 262 : 0.999938, 4.54318e-05, 1.56995e-05, 1.36933e-07, 1.26056e-07
Image 263 : 0.999692, 0.000212851, 4.38106e-05, 3.38917e-05, 1.7177e-05
Image 264 : 0.993056, 0.00670295, 0.000173867, 5.93256e-05, 6.81129e-06
Image 265 : 0.999975, 1.95881e-05, 3.68713e-06, 7.66432e-07, 6.76717e-07
Image 266 : 0.999372, 0.000363742, 0.000116372, 5.90715e-05, 3.94487e-05
Image 267 : 0.999989, 8.27684e-06, 1.41106e-06, 9.39977e-07, 1.12482e-07
Image 268 : 0.989493, 0.00994399, 0.00036684, 0.000136754, 5.05821e-05
Image 269 : 0.999934, 3.85265e-05, 1.87789e-05, 4.61287e-06, 4.19423e-06
Image 270 : 1, 3.95949e-08, 1.32566e-09, 1.575e-10, 3.64464e-12
Image 271 : 0.999988, 5.74183e-06, 5.12192e-06, 1.01999e-06, 1.03235e-07
Image 272 : 0.999982, 1.35771e-05, 3.08447e-06, 8.34497e-07, 5.71076e-07
Image 273 : 0.999234, 0.000633461, 0.000128217, 4.10748e-06, 1.2033e-07
Image 274 : 0.997572, 0.0024094, 1.68551e-05, 1.24747e-06, 9.72384e-09
Image 275 : 0.999976, 2.34455e-05, 1.65458e-07, 1.32739e-08, 5.42217e-09
Image 276 : 0.999997, 2.05324e-06, 5.42254e-07, 2.82066e-07, 1.53299e-07
Image 277 : 0.999999, 6.03218e-07, 2.1175e-07, 2.7352e-08, 8.51209e-09
Image 278 : 0.999966, 2.11369e-05, 1.30743e-05, 1.04335e-08, 3.82731e-09
Image 279 : 0.999956, 2.26378e-05, 1.75585e-05, 9.74649e-07, 9.35928e-07
Image 280 : 0.999982, 1.57425e-05, 2.40859e-06, 2.58623e-08, 5.74972e-09
Image 281 : 0.999999, 3.72432e-07, 2.02886e-07, 1.87355e-08, 5.00474e-09
Image 282 : 0.98263, 0.0148717, 0.00203698, 0.000318097, 8.20847e-05
Image 283 : 0.999998, 5.89651e-07, 4.67554e-07, 4.56758e-07, 4.23379e-08
Image 284 : 0.999846, 0.000100658, 3.98946e-05, 1.09357e-05, 1.45242e-06
Image 285 : 1, 2.455e-08, 1.75717e-09, 9.78828e-10, 4.44029e-10
Image 286 : 0.999045, 0.000480253, 0.000474016, 2.6216e-07, 6.55441e-08
Image 287 : 0.999996, 1.60441e-06, 1.49001e-06, 1.04287e-06, 2.51358e-08
Image 288 : 0.999928, 5.08748e-05, 1.36173e-05, 4.24391e-06, 2.37963e-06
Image 289 : 0.999925, 4.72549e-05, 2.49305e-05, 2.67348e-06, 2.94418e-07
Image 290 : 0.998213, 0.00139385, 0.00021043, 0.000120905, 5.92256e-05
Image 291 : 0.99999, 8.64078e-06, 9.9845e-07, 2.07525e-07, 7.32088e-09
Image 292 : 0.998233, 0.00114983, 0.000354559, 0.000124317, 0.000110114
Image 293 : 1, 4.8855e-09, 1.62597e-09, 4.9204e-10, 3.08106e-11
Image 294 : 0.999987, 1.12386e-05, 8.45459e-07, 4.13922e-07, 3.09118e-07
Image 295 : 1, 7.7212e-08, 1.7313e-08, 4.17e-09, 2.51076e-09
Image 296 : 1, 2.51404e-07, 3.00728e-09, 1.38649e-09, 1.13259e-09
Image 297 : 0.999803, 0.000188733, 4.33894e-06, 3.53027e-06, 6.59872e-07
Image 298 : 0.999963, 2.85531e-05, 5.83807e-06, 2.18398e-06, 2.08141e-08
Image 299 : 1, 1.2187e-07, 2.68445e-08, 2.95034e-09, 1.86581e-09
Image 300 : 0.999548, 0.000325005, 4.50433e-05, 4.21559e-05, 3.73098e-05
Image 301 : 0.999988, 5.97852e-06, 5.54342e-06, 6.41536e-08, 1.1207e-08
